ProccessID, countOfDetection, Time(ms)
1, 1, 41469  
1, 1, 37355  
1, 1, 38019  
1, 1, 39942  
1, 1, 42464  
1, 1, 33984  
1, 1, 38974  
1, 1, 47830  
1, 1, 44259  
1, 1, 38627  
1, 1, 40412  
1, 1, 39260  
1, 1, 38396  
1, 1, 31021  
1, 1, 31611  
1, 1, 42720  
1, 1, 30085  
1, 1, 35576  
1, 1, 36141  
1, 1, 47341  
1, 1, 45604  
1, 1, 32793  
1, 1, 40080  
1, 1, 40903  
1, 1, 39948  
1, 1, 35553  
1, 1, 42708  
1, 1, 41208  
1, 1, 40187  
1, 1, 36729  
1, 1, 29321  
1, 1, 48986  
1, 1, 37254  
1, 1, 46314  
1, 1, 41408  
1, 1, 47503  
1, 1, 39944  
1, 1, 39252  
1, 1, 33374  
1, 1, 32810  
1, 1, 42986  
1, 1, 32183  
1, 1, 46432  
1, 1, 40664  
1, 1, 29025  
1, 1, 39594  
1, 1, 42084  
1, 1, 32818  
1, 1, 39853  
1, 1, 34589  
1, 1, 40680  
1, 1, 33896  
1, 1, 37541  
1, 1, 32722  
1, 1, 39160  
1, 1, 39218  
1, 1, 42283  
1, 1, 42878  
1, 1, 33459  
1, 1, 39484  
1, 1, 29652  
1, 1, 33424  
1, 1, 41814  
1, 1, 40263  
1, 1, 47965  
1, 1, 32363  
1, 1, 35288  
1, 1, 40773  
1, 1, 37454  
1, 1, 41278  
1, 1, 39159  
1, 1, 29226  
1, 1, 33679  
1, 1, 41574  
1, 1, 41347  
1, 1, 36350  
1, 1, 38219  
1, 1, 29778  
1, 1, 39009  
1, 1, 50110  
1, 1, 38928  
1, 1, 39570  
1, 1, 39434  
1, 1, 39078  
1, 1, 26551  
1, 1, 40040  
1, 1, 38738  
1, 1, 40799  
1, 1, 36293  
1, 1, 44029  
1, 1, 52758  
1, 1, 40597  
1, 1, 44630  
1, 1, 44964  
1, 1, 41356  
1, 1, 38306  
1, 1, 36840  
1, 1, 45177  
1, 1, 42214  
1, 1, 40731  
1, 1, 52548  
1, 1, 52735  
1, 1, 42049  
1, 1, 40264  
1, 1, 32120  
1, 1, 45495  
1, 1, 45475  
1, 1, 39262  
1, 1, 28257  
1, 1, 34501  
1, 1, 38656  
1, 1, 38194  
1, 1, 37897  
1, 1, 51081  
1, 1, 39223  
1, 1, 37924  
1, 1, 31403  
1, 1, 39336  
1, 1, 37008  
1, 1, 39159  
1, 1, 33485  
1, 1, 38116  
1, 1, 45093  
1, 1, 62985  
1, 1, 48328  
1, 1, 38643  
1, 1, 38858  
1, 1, 36906  
1, 1, 31160  
1, 1, 56899  
1, 1, 33573  
1, 1, 59383  
1, 1, 46926  
1, 1, 73780  
1, 1, 49929  
1, 1, 33842  
1, 1, 44778  
1, 1, 38251  
1, 1, 40435  
1, 1, 41538  
1, 1, 45115  
1, 1, 42087  
1, 1, 37705  
1, 1, 43613  
1, 1, 49978  
1, 1, 43217  
1, 1, 40507  
1, 1, 35043  
1, 1, 39434  
1, 1, 36549  
1, 1, 48729  
1, 1, 40421  
1, 1, 46248  
1, 1, 50393  
1, 1, 58034  
1, 1, 44412  
1, 1, 44911  
1, 1, 45949  
1, 1, 40159  
1, 1, 47027  
1, 1, 41438  
1, 1, 49771  
1, 1, 43553  
1, 1, 36544  
1, 1, 59384  
1, 1, 49157  
1, 1, 33066  
1, 1, 33816  
1, 1, 41408  
1, 1, 39184  
1, 1, 37779  
1, 1, 37833  
1, 1, 41944  
1, 1, 29032  
1, 1, 36978  
1, 1, 46622  
1, 1, 47526  
1, 1, 35113  
1, 1, 37597  
1, 1, 33323  
1, 1, 34763  
1, 1, 35051  
1, 1, 40843  
1, 1, 43795  
1, 1, 43355  
1, 0, 41829  
1, 0, 45130  
1, 0, 48065  
1, 0, 40444  
1, 0, 37145  
1, 0, 43394  
1, 0, 46716  
1, 0, 45810  
1, 0, 35050  
1, 0, 44249  
1, 0, 48474  
1, 0, 36864  
1, 0, 44816  
1, 0, 42530  
1, 0, 43538  
1, 0, 41642  
1, 0, 42117  
1, 0, 36157  
1, 0, 40755  
1, 0, 36216  
1, 0, 39873  
1, 0, 36227  
1, 0, 31265  
1, 0, 31784  
1, 0, 46191  
1, 0, 31837  
1, 1, 31158  
1, 1, 38226  
1, 1, 39220  
1, 1, 38006  
1, 1, 41064  
1, 1, 36699  
1, 1, 38936  
1, 1, 43352  
1, 1, 41699  
1, 1, 44475  
1, 1, 47833  
1, 1, 45280  
1, 0, 44888  
1, 0, 44945  
1, 0, 45096  
1, 0, 44330  
1, 0, 40919  
1, 0, 45339  
1, 0, 42847  
1, 0, 31334  
1, 0, 55564  
1, 0, 47315  
1, 0, 35764  
1, 0, 40991  
1, 0, 37810  
1, 0, 39943  
1, 0, 40425  
1, 0, 40427  
1, 0, 51072  
1, 0, 41180  
1, 0, 48338  
1, 0, 31094  
1, 0, 35775  
1, 0, 38114  
1, 0, 40966  
1, 1, 30507  
1, 1, 38461  
1, 1, 37372  
1, 1, 29551  
1, 0, 28600  
1, 0, 38296  
1, 0, 41227  
1, 0, 50841  
1, 1, 43387  
1, 1, 42061  
1, 1, 41927  
1, 1, 45646  
1, 1, 37685  
1, 1, 41699  
1, 1, 42011  
1, 1, 42132  
1, 1, 35716  
1, 1, 32009  
1, 1, 47228  
1, 1, 34885  
1, 1, 45333  
1, 1, 40682  
1, 1, 41353  
1, 1, 42309  
1, 1, 38991  
1, 1, 38388  
1, 1, 38687  
1, 1, 42302  
1, 1, 41241  
1, 1, 35700  
1, 1, 40778  
1, 1, 43478  
1, 1, 47807  
1, 1, 40527  
1, 1, 47315  
1, 1, 42050  
1, 1, 39827  
1, 1, 41955  
1, 1, 37056  
1, 1, 38471  
1, 1, 31928  
1, 1, 48043  
1, 1, 34704  
1, 1, 42938  
1, 1, 35935  
1, 1, 44124  
1, 1, 42232  
1, 1, 42573  
1, 1, 38673  
1, 1, 39217  
1, 1, 40729  
1, 1, 40650  
1, 1, 43821  
1, 1, 39239  
1, 1, 38024  
1, 1, 30271  
1, 1, 47501  
1, 1, 35460  
1, 1, 30236  
1, 1, 32865  
1, 1, 42889  
1, 1, 39992  
1, 1, 39966  
1, 1, 40082  
1, 1, 47018  
1, 1, 41712  
1, 1, 45081  
1, 1, 42477  
1, 1, 48335  
1, 1, 42062  
1, 1, 42737  
1, 1, 27406  
1, 1, 43785  
1, 1, 44906  
1, 1, 42407  
1, 1, 46040  
1, 1, 35514  
1, 1, 38324  
1, 1, 48918  
1, 1, 44214  
1, 1, 37326  
1, 1, 43309  
1, 1, 35224  
1, 1, 43464  
1, 1, 48374  
1, 1, 61359  
1, 1, 40750  
1, 1, 41384  
1, 1, 42177  
1, 1, 41357  
1, 1, 34259  
1, 1, 37723  
1, 1, 40016  
1, 1, 41551  
1, 1, 34709  
1, 1, 37173  
1, 1, 46049  
1, 1, 38679  
1, 1, 36966  
1, 1, 44725  
1, 1, 38439  
1, 1, 36084  
1, 1, 43066  
1, 1, 38456  
1, 1, 42076  
1, 1, 36588  
1, 1, 30459  
1, 1, 41245  
1, 1, 40848  
1, 1, 45870  
1, 1, 39760  
1, 1, 45122  
1, 1, 40945  
1, 1, 37569  
1, 1, 39853  
1, 1, 42358  
1, 1, 39748  
1, 1, 26136  
1, 1, 35214  
1, 1, 52242  
1, 1, 40238  
1, 1, 34614  
1, 1, 31312  
1, 1, 39631  
1, 1, 39173  
1, 1, 33864  
1, 1, 35967  
1, 1, 34688  
1, 1, 33423  
1, 1, 32872  
1, 1, 40072  
1, 1, 44085  
1, 1, 40378  
1, 1, 28059  
1, 1, 39671  
1, 1, 36813  
1, 1, 37580  
1, 1, 28965  
1, 1, 38258  
1, 1, 36465  
1, 1, 37721  
1, 1, 32682  
1, 1, 34817  
1, 1, 45046  
1, 1, 40503  
1, 1, 39905  
1, 1, 29592  
1, 1, 36178  
1, 1, 35872  
1, 1, 40790  
1, 1, 40813  
1, 1, 35185  
1, 1, 32391  
1, 1, 38538  
1, 1, 34700  
1, 1, 44032  
1, 1, 34430  
1, 1, 37759  
1, 1, 39872  
1, 1, 37384  
1, 1, 41553  
1, 1, 37687  
1, 1, 38715  
1, 1, 31223  
1, 1, 33200  
1, 1, 29854  
1, 1, 29973  
1, 1, 29825  
1, 1, 40392  
1, 1, 38148  
1, 1, 28415  
1, 1, 28912  
1, 1, 36221  
1, 1, 32827  
1, 1, 39509  
1, 1, 33543  
1, 1, 37134  
1, 1, 35856  
1, 1, 42207  
1, 1, 29229  
1, 1, 35400  
1, 1, 52448  
1, 1, 35090  
1, 1, 40395  
1, 1, 37964  
1, 1, 27982  
1, 1, 34894  
1, 1, 37989  
1, 1, 31683  
1, 1, 35396  
1, 1, 40459  
1, 1, 41954  
1, 1, 34715  
1, 1, 39903  
1, 1, 34013  
1, 1, 40884  
1, 1, 36900  
1, 1, 42223  
1, 1, 44196  
1, 1, 31982  
1, 1, 41544  
1, 1, 40330  
1, 1, 34038  
1, 1, 29974  
1, 1, 42138  
1, 1, 38075  
1, 1, 42770  
1, 1, 49175  
1, 1, 43241  
1, 1, 38262  
1, 1, 44997  
1, 1, 41235  
1, 1, 42261  
1, 1, 37155  
1, 1, 42121  
1, 1, 50043  
1, 1, 53551  
1, 1, 39754  
1, 1, 38556  
1, 1, 38154  
1, 1, 36690  
1, 1, 43316  
1, 1, 46249  
1, 1, 40605  
1, 1, 38025  
1, 1, 38563  
1, 1, 43947  
1, 1, 53828  
1, 1, 49997  
1, 1, 37669  
1, 1, 48380  
1, 1, 39167  
1, 1, 41308  
1, 1, 45084  
1, 1, 45020  
1, 1, 39263  
1, 1, 52314  
1, 1, 52383  
1, 1, 47248  
1, 1, 39209  
1, 1, 47236  
1, 1, 55327  
1, 1, 48360  
1, 1, 37174  
1, 1, 38815  
1, 1, 40646  
1, 1, 46283  
1, 1, 45191  
1, 1, 43021  
1, 1, 40365  
1, 1, 43797  
1, 1, 40019  
1, 1, 37285  
1, 1, 48253  
1, 1, 30516  
1, 1, 38260  
1, 1, 39415  
1, 1, 53077  
1, 1, 35103  
1, 1, 38624  
1, 1, 38469  
1, 1, 50007  
1, 1, 36475  
1, 1, 42893  
1, 1, 37664  
1, 1, 43720  
1, 1, 38670  
1, 1, 42545  
1, 1, 50859  
1, 1, 35022  
1, 1, 50032  
1, 1, 42971  
1, 1, 38493  
1, 1, 36992  
1, 1, 38493  
1, 1, 43467  
1, 1, 38572  
1, 1, 38801  
1, 1, 56429  
1, 1, 44527  
1, 1, 48431  
1, 1, 48673  
1, 1, 37754  
1, 1, 37285  
1, 1, 37436  
1, 1, 46536  
1, 1, 37711  
1, 1, 35207  
1, 1, 44417  
1, 1, 52383  
1, 1, 50835  
1, 1, 41130  
1, 1, 45154  
1, 1, 39016  
1, 1, 37089  
1, 1, 38622  
1, 1, 33940  
1, 1, 41126  
1, 1, 37952  
1, 1, 49502  
1, 1, 47475  
1, 1, 38598  
1, 1, 38538  
1, 1, 37110  
1, 1, 43975  
1, 1, 36683  
1, 1, 47651  
1, 1, 40684  
1, 1, 30187  
1, 1, 37166  
1, 1, 40253  
1, 1, 43441  
1, 1, 36212  
1, 1, 36834  
1, 1, 36368  
1, 1, 38155  
1, 1, 36420  
1, 1, 36126  
1, 1, 35997  
1, 1, 38760  
1, 1, 36357  
1, 1, 37467  
1, 1, 52351  
1, 1, 47917  
1, 1, 42906  
1, 1, 50266  
1, 1, 39771  
1, 1, 48441  
1, 1, 46095  
1, 1, 48297  
1, 1, 39367  
1, 1, 42609  
1, 1, 41886  
1, 1, 41305  
1, 1, 42495  
1, 1, 31741  
1, 1, 33281  
1, 1, 40979  
1, 1, 42923  
1, 1, 43287  
1, 1, 43365  
1, 1, 43147  
1, 1, 41236  
1, 1, 46046  
1, 1, 37644  
1, 1, 41760  
1, 1, 34350  
1, 1, 35059  
1, 1, 43460  
1, 1, 45032  
1, 1, 40329  
1, 1, 28664  
1, 1, 33287  
1, 1, 35548  
1, 1, 42006  
1, 1, 39825  
1, 1, 41537  
1, 1, 34993  
1, 1, 39541  
1, 1, 40151  
1, 1, 38239  
1, 1, 26561  
1, 1, 42351  
1, 1, 39130  
1, 1, 41205  
1, 1, 38220  
1, 1, 50863  
1, 1, 42062  
1, 1, 39941  
1, 1, 36406  
1, 1, 42869  
1, 1, 40866  
1, 1, 40694  
1, 1, 38212  
1, 1, 40405  
1, 1, 24594  
1, 1, 19051  
1, 1, 19242  
1, 1, 23559  
1, 1, 28436  
1, 1, 22492  
1, 1, 19517  
1, 1, 20524  
1, 1, 37229  
1, 1, 40029  
1, 1, 41223  
1, 1, 40652  
1, 1, 40592  
1, 1, 38946  
1, 1, 40373  
1, 1, 39452  
1, 1, 41338  
1, 1, 48298  
1, 1, 40213  
1, 1, 41448  
1, 1, 40130  
1, 1, 40602  
1, 1, 41451  
1, 1, 39423  
1, 1, 39669  
1, 1, 41508  
1, 1, 40282  
1, 1, 38751  
1, 1, 51742  
1, 1, 40673  
1, 1, 40365  
1, 1, 40156  
1, 0, 39558  
1, 0, 39818  
1, 1, 25983  
1, 0, 40133  
1, 0, 38371  
1, 0, 36490  
1, 0, 37879  
1, 0, 38470  
1, 0, 42370  
1, 0, 35082  
1, 0, 39048  
1, 0, 39569  
1, 0, 39629  
1, 0, 40913  
1, 1, 25227  
1, 0, 38959  
1, 0, 37735  
1, 0, 37154  
1, 0, 38596  
1, 0, 41350  
1, 0, 44428  
1, 0, 40513  
1, 0, 37564  
1, 0, 38826  
1, 0, 38361  
1, 0, 37893  
1, 0, 35059  
1, 0, 37453  
1, 0, 36611  
1, 0, 37789  
1, 0, 38631  
1, 0, 50283  
1, 0, 37363  
1, 0, 36938  
1, 0, 44324  
1, 0, 45391  
1, 0, 45576  
1, 0, 42533  
1, 1, 44487  
1, 1, 43875  
1, 1, 36912  
1, 1, 48022  
1, 1, 43383  
1, 1, 46671  
1, 1, 43978  
1, 1, 42127  
1, 1, 45359  
1, 1, 50193  
1, 1, 41579  
1, 1, 48030  
1, 1, 48331  
1, 1, 50423  
1, 1, 45540  
1, 1, 41549  
1, 1, 40465  
1, 1, 39411  
1, 1, 44760  
1, 1, 40134  
1, 1, 36856  
1, 1, 35614  
1, 1, 36805  
1, 1, 46841  
1, 1, 46388  
1, 1, 45623  
1, 1, 44195  
1, 1, 50788  
1, 1, 37863  
1, 1, 43135  
1, 1, 48063  
1, 1, 38290  
1, 1, 29812  
1, 1, 46624  
1, 1, 46456  
1, 1, 57939  
1, 1, 45675  
1, 1, 54582  
1, 1, 20526  
1, 1, 23406  
1, 1, 23099  
1, 1, 19472  
1, 1, 19342  
1, 1, 45196  
1, 1, 64347  
1, 1, 68851  
1, 1, 47118  
1, 1, 62990  
1, 1, 51901  
1, 1, 54003  
1, 1, 46326  
1, 1, 44196  
1, 1, 42967  
1, 1, 40813  
1, 1, 44401  
1, 1, 46422  
1, 1, 48415  
1, 1, 35288  
1, 1, 39873  
1, 1, 22928  
1, 1, 33136  
1, 1, 29607  
1, 1, 31875  
1, 1, 40008  
1, 1, 29390  
1, 1, 28687  
1, 1, 31756  
1, 1, 31850  
1, 1, 37577  
1, 1, 32591  
1, 1, 29544  
1, 1, 32667  
1, 1, 31750  
1, 1, 37039  
1, 1, 36347  
1, 1, 36067  
1, 1, 30380  
1, 1, 29915  
1, 1, 28865  
1, 1, 29432  
1, 1, 24171  
1, 1, 36461  
1, 1, 45169  
1, 1, 51399  
1, 1, 47538  
1, 1, 55320  
1, 1, 33859  
1, 1, 39989  
1, 1, 34426  
1, 1, 40210  
1, 1, 42081  
1, 1, 23285  
1, 1, 23994  
1, 1, 23974  
1, 1, 28688  
1, 1, 30343  
1, 1, 33758  
1, 1, 24476  
1, 1, 28567  
1, 1, 31914  
1, 1, 38758  
1, 1, 32402  
1, 1, 22511  
1, 1, 18357  
1, 1, 13229  
1, 1, 17788  
1, 1, 18496  
1, 1, 5771  
1, 1, 8504  
1, 1, 18156  
1, 1, 19059  
1, 1, 20619  
1, 1, 20016  
1, 1, 18927  
1, 1, 16395  
1, 1, 25302  
1, 1, 16694  
1, 1, 18358  
1, 1, 18213  
1, 1, 17719  
1, 1, 15422  
1, 1, 13349  
1, 1, 16766  
1, 1, 13761  
1, 1, 14454  
1, 1, 44374  
1, 1, 47390  
1, 1, 15094  
1, 1, 13716  
1, 1, 21260  
1, 1, 38576  
1, 1, 29180  
1, 1, 22695  
1, 1, 19934  
1, 1, 21792  
1, 1, 25251  
1, 1, 22955  
1, 1, 21322  
1, 1, 23007  
1, 1, 18817  
1, 1, 13184  
1, 1, 13170  
1, 1, 17590  
1, 1, 13285  
1, 1, 13277  
1, 1, 13264  
1, 1, 13248  
1, 1, 13247  
1, 1, 13312  
1, 1, 13238  
1, 1, 13274  
1, 1, 13260  
1, 1, 13300  
1, 1, 13299  
1, 1, 13291  
1, 1, 13345  
1, 1, 13331  
1, 1, 13248  
1, 1, 14360  
1, 1, 15554  
1, 1, 13279  
1, 1, 7751  
1, 1, 9979  
1, 1, 12135  
1, 1, 5766  
1, 1, 9228  
1, 1, 5671  
1, 1, 5693  
1, 1, 5680  
1, 1, 5668  
1, 1, 13205  
1, 1, 13393  
ProccessID, countOfDetection, Time(ms)
1, 1, 176212  
1, 1, 41361  
1, 1, 40500  
1, 1, 30748  
1, 1, 44497  
1, 1, 25336  
1, 1, 30986  
1, 1, 40653  
1, 1, 50706  
1, 1, 39726  
1, 1, 37869  
1, 1, 25806  
1, 1, 38573  
1, 1, 24310  
1, 1, 22727  
1, 1, 41744  
1, 1, 38023  
1, 1, 34375  
1, 1, 46745  
1, 1, 41312  
1, 1, 43217  
1, 1, 31348  
1, 1, 36508  
1, 1, 39330  
1, 1, 27725  
1, 1, 19047  
1, 1, 22213  
1, 1, 38768  
1, 1, 33097  
1, 1, 20903  
1, 1, 29675  
1, 1, 28409  
1, 1, 26539  
1, 1, 37159  
1, 1, 26403  
1, 1, 26921  
1, 1, 43930  
1, 1, 23927  
1, 1, 32364  
1, 1, 22576  
1, 1, 30185  
1, 1, 30109  
1, 1, 28832  
1, 1, 30676  
1, 1, 31069  
1, 1, 29227  
1, 1, 29230  
1, 1, 29192  
1, 1, 31132  
1, 1, 26542  
1, 1, 24019  
1, 1, 32448  
1, 1, 25080  
1, 1, 26179  
1, 1, 34419  
1, 1, 32822  
1, 1, 23673  
1, 1, 16506  
1, 1, 19878  
1, 1, 34274  
1, 1, 28257  
1, 1, 31502  
1, 1, 28838  
1, 1, 16707  
1, 1, 36898  
1, 1, 24869  
1, 1, 28780  
1, 1, 33676  
1, 1, 30797  
1, 1, 28917  
1, 1, 31432  
1, 1, 25141  
1, 1, 29639  
1, 1, 30730  
1, 1, 30925  
1, 1, 33977  
1, 1, 23745  
1, 1, 34675  
1, 1, 34349  
1, 1, 31477  
1, 1, 33271  
1, 1, 35267  
1, 1, 40841  
1, 1, 31139  
1, 1, 35396  
1, 1, 39964  
1, 1, 65660  
1, 1, 39317  
1, 1, 36401  
1, 1, 42678  
1, 1, 36777  
1, 1, 41580  
1, 1, 49979  
1, 1, 32837  
1, 1, 35668  
1, 1, 37410  
1, 1, 38973  
1, 1, 39487  
1, 1, 31290  
1, 1, 46983  
1, 1, 33006  
1, 1, 46091  
1, 1, 45097  
1, 1, 43851  
1, 1, 46106  
1, 1, 41498  
1, 1, 40985  
1, 1, 30038  
1, 1, 42543  
1, 1, 45762  
1, 1, 42434  
1, 1, 49803  
1, 1, 54043  
1, 1, 48641  
1, 1, 46334  
1, 1, 35304  
1, 1, 36796  
1, 1, 35390  
1, 1, 52142  
1, 1, 37886  
1, 1, 34776  
1, 1, 34503  
1, 1, 30181  
1, 1, 41633  
1, 1, 53223  
1, 1, 35546  
1, 1, 35139  
1, 1, 24985  
1, 1, 50193  
1, 1, 35666  
1, 1, 27404  
1, 1, 36547  
1, 1, 26195  
1, 1, 36398  
1, 1, 40585  
1, 1, 38816  
1, 1, 35278  
1, 1, 54018  
1, 1, 31253  
1, 1, 46305  
1, 1, 36331  
1, 1, 39274  
1, 1, 31659  
1, 1, 45951  
1, 1, 33260  
1, 1, 34666  
1, 1, 40166  
1, 1, 44487  
1, 1, 42238  
1, 1, 45231  
1, 1, 40443  
1, 1, 41952  
1, 1, 38872  
1, 1, 44803  
1, 1, 33596  
1, 1, 36482  
1, 1, 37422  
1, 1, 42830  
1, 1, 38282  
1, 1, 41492  
1, 1, 47116  
1, 1, 41077  
1, 1, 29147  
1, 1, 33161  
1, 1, 41796  
1, 1, 40281  
1, 1, 45135  
1, 1, 45005  
1, 1, 34626  
1, 1, 41343  
1, 1, 35251  
1, 1, 41368  
1, 1, 40843  
1, 1, 36797  
1, 1, 38409  
1, 1, 41784  
1, 1, 42095  
1, 1, 50090  
1, 1, 52483  
1, 1, 67204  
1, 1, 75166  
1, 1, 59585  
1, 1, 48818  
1, 1, 54801  
1, 1, 59986  
1, 1, 58710  
1, 1, 33372  
1, 1, 43620  
1, 1, 51677  
1, 1, 40401  
1, 1, 59630  
1, 1, 57304  
1, 1, 40557  
1, 1, 35568  
1, 1, 41331  
1, 1, 42641  
1, 1, 41746  
1, 1, 42579  
1, 1, 43828  
1, 1, 46169  
1, 1, 42422  
1, 1, 39341  
1, 1, 46026  
1, 1, 40720  
1, 1, 39809  
1, 1, 40797  
1, 1, 38220  
1, 1, 40731  
1, 1, 39370  
1, 1, 38622  
1, 1, 40859  
1, 1, 48878  
1, 1, 38518  
1, 1, 39996  
1, 1, 45491  
1, 1, 38840  
1, 1, 39632  
1, 1, 42783  
1, 1, 38067  
1, 1, 37621  
1, 1, 41886  
1, 1, 42469  
1, 1, 48994  
1, 1, 36045  
1, 1, 29150  
1, 1, 41210  
1, 1, 37802  
1, 1, 40743  
1, 1, 39672  
1, 1, 54751  
1, 1, 41234  
1, 1, 36309  
1, 1, 39863  
1, 1, 51344  
1, 1, 40718  
1, 1, 40117  
1, 1, 37151  
1, 1, 41179  
1, 1, 35128  
1, 1, 41836  
1, 1, 44234  
1, 1, 42409  
1, 1, 41707  
1, 1, 50284  
1, 1, 54633  
1, 1, 57488  
1, 1, 38048  
1, 1, 44247  
1, 1, 45146  
1, 1, 40818  
1, 1, 55963  
1, 1, 46798  
1, 1, 41487  
1, 1, 70794  
1, 1, 75519  
1, 1, 82351  
1, 1, 58141  
1, 1, 61481  
1, 1, 47721  
1, 1, 63052  
1, 1, 52395  
1, 1, 23311  
1, 1, 21057  
1, 1, 32531  
1, 1, 38840  
1, 1, 41306  
1, 1, 28168  
1, 1, 35188  
1, 1, 39238  
1, 1, 39624  
1, 1, 36990  
1, 1, 37237  
1, 1, 46217  
1, 1, 39831  
1, 1, 38221  
1, 1, 30124  
1, 1, 33652  
1, 1, 38852  
1, 1, 41742  
1, 1, 41566  
1, 1, 30389  
1, 1, 27196  
1, 1, 40135  
1, 1, 44738  
1, 1, 52015  
1, 1, 34492  
1, 1, 35404  
1, 1, 44818  
1, 1, 39615  
1, 1, 39387  
1, 1, 34762  
1, 1, 38361  
1, 1, 39075  
1, 1, 40103  
1, 1, 30738  
1, 1, 33422  
1, 1, 56829  
1, 1, 34126  
1, 1, 33270  
1, 1, 39374  
1, 1, 36754  
1, 1, 57896  
1, 1, 36484  
1, 1, 39618  
1, 1, 39725  
1, 1, 37999  
1, 1, 32327  
1, 1, 46237  
1, 1, 37299  
1, 1, 38311  
1, 1, 36273  
1, 1, 38331  
1, 1, 42015  
1, 1, 41621  
1, 1, 41158  
1, 1, 32340  
1, 1, 35882  
1, 1, 41705  
1, 0, 30672  
1, 0, 37186  
1, 0, 38467  
1, 0, 30640  
1, 0, 37547  
1, 0, 39631  
1, 0, 42947  
1, 0, 43132  
1, 0, 68984  
1, 0, 45262  
1, 0, 36771  
1, 0, 65169  
1, 0, 50308  
1, 0, 43000  
1, 0, 40001  
1, 0, 37987  
1, 0, 41631  
1, 0, 44258  
1, 0, 38966  
1, 0, 47736  
1, 0, 40777  
1, 0, 45508  
1, 0, 42992  
1, 0, 64660  
1, 0, 36417  
1, 0, 51204  
1, 1, 43957  
1, 1, 40801  
1, 1, 46841  
1, 1, 44804  
1, 1, 44310  
1, 1, 52687  
1, 1, 45901  
1, 1, 41915  
1, 1, 46594  
1, 1, 41785  
1, 1, 45978  
1, 1, 46997  
1, 0, 43856  
1, 0, 38660  
1, 0, 51053  
1, 0, 49981  
1, 0, 36719  
1, 0, 38879  
1, 0, 40758  
1, 0, 28361  
1, 0, 45490  
1, 0, 31016  
1, 0, 35260  
1, 0, 39701  
1, 0, 29882  
1, 0, 31257  
1, 0, 37431  
1, 0, 51547  
1, 0, 41309  
1, 0, 27998  
1, 0, 34909  
1, 0, 34906  
1, 0, 44635  
1, 0, 52128  
1, 0, 38315  
1, 1, 33244  
1, 1, 32960  
1, 1, 29940  
1, 1, 35581  
1, 0, 53535  
1, 0, 39927  
1, 0, 42407  
1, 0, 44048  
1, 1, 44159  
1, 1, 42245  
1, 1, 39396  
1, 1, 39541  
1, 1, 40427  
1, 1, 40809  
1, 1, 42874  
1, 1, 40475  
1, 1, 41316  
1, 1, 40313  
