ProccessID, countOfDetection, Time(ms), countOfDetection2, Time(ms2)
1,0,41426,0,44231
1,0,30200,0,34259
1,0,27689,0,31285
1,0,29970,0,39930
1,0,29548,0,34684
1,0,29407,0,35513
1,0,32529,0,30025
1,0,31384,0,29702
1,0,38121,0,29687
1,0,34773,0,29074
1,0,42608,0,32983
1,0,39881,0,30056
1,0,28907,0,40013
1,0,33489,0,33320
1,0,27548,0,39225
1,0,31923,0,34016
1,0,39882,0,38672
1,0,23333,0,29049
1,0,37925,0,31027
1,0,40363,0,30516
1,0,28191,0,40571
1,1,29507,1,28041
1,1,27453,1,30317
1,1,30405,1,33940
1,1,41616,1,39561
1,1,31236,1,29377
1,1,31073,1,28323
1,1,29495,1,27802
1,1,40825,1,34649
1,1,32207,1,39474
1,1,29648,1,33630
1,1,40613,1,29538
1,1,27413,1,36433
1,1,30472,1,31232
1,1,29009,1,32318
1,1,30128,1,32519
1,1,42383,1,37843
1,1,29044,1,27275
1,1,27123,1,30255
1,1,23666,1,30467
1,1,24877,1,33408
1,1,23582,1,38876
1,1,23708,1,28906
1,1,23680,1,23865
1,1,24082,1,24576
1,1,23696,1,24216
1,1,24509,1,23696
1,1,24131,1,24214
1,1,25006,1,23414
1,1,25120,1,23967
1,1,23983,1,23301
1,1,23743,1,23881
1,1,24687,1,23946
1,1,24219,1,26320
1,1,22705,1,24184
1,1,23582,1,23581
1,1,23516,1,23860
1,1,24249,1,23744
1,1,25719,1,22801
1,1,28200,1,24186
1,1,24740,1,24133
1,1,24029,1,23352
1,1,23587,1,23830
1,1,23899,1,30196
1,1,23860,1,24620
1,1,23976,1,24285
1,1,24729,1,24056
1,1,24449,1,23658
1,1,24099,1,23060
1,1,24253,1,24346
1,1,23686,1,24134
1,1,23696,1,24019
1,1,24702,1,24879
1,1,23994,1,23510
1,1,24686,1,23843
1,1,23867,1,24038
1,1,24579,1,23901
1,1,24475,1,24376
1,1,24795,1,24750
1,1,23747,1,24850
1,1,28683,1,23857
1,1,24566,1,24400
1,1,23313,1,24597
1,1,23679,1,24781
1,1,24408,1,24542
1,1,24168,1,27136
1,1,23709,1,23544
1,1,23810,1,24811
1,1,24837,1,23244
1,1,23765,1,24718
1,1,24790,1,24205
1,1,23055,1,23054
1,1,24258,1,23387
1,1,24596,1,24853
1,1,23991,1,23484
1,1,24411,1,23772
1,1,23834,1,24255
1,1,23950,1,24306
1,1,24103,1,23723
1,1,23754,1,24545
1,1,24473,1,24289
1,1,25343,1,24110
1,1,25831,1,24244
1,1,24111,1,23762
1,1,24485,1,23066
1,1,24031,1,23855
1,1,24025,1,27195
1,1,23725,1,24435
1,1,24533,1,24002
1,1,23980,1,24351
1,1,24595,1,24076
1,1,24157,1,23953
1,1,24979,1,23512
1,1,23468,1,24556
1,1,23628,1,23976
1,1,24246,1,24737
1,1,23931,1,23910
1,1,23456,1,23607
1,1,23811,1,23689
1,1,24108,1,24167
1,1,23982,1,24399
1,1,23852,1,23350
1,1,24476,1,24210
1,1,29362,1,24309
1,1,23846,1,23326
1,1,24387,1,23952
1,1,23311,1,24233
1,1,23719,1,24795
1,1,24795,1,29020
1,1,23835,1,23020
1,1,23980,1,23801
1,1,24747,1,24504
1,1,24331,1,23287
1,1,23767,1,23853
1,1,24715,1,23935
1,1,24653,1,24898
1,1,24016,1,24710
1,1,23814,1,24568
1,1,24706,1,23696
1,1,23615,1,24781
1,1,25197,1,24186
1,1,23634,1,24574
1,1,24791,1,23911
1,1,23795,1,24813
1,1,25113,1,23309
1,1,27132,1,24195
