ProccessID, countOfDetection, Time(ms), countOfDetection2, Time(ms2)
1,1,24462,1,24636
1,1,24664,1,24641
1,1,24773,1,23755
1,1,25141,1,24389
1,1,24487,1,27513
1,1,24671,1,24713
1,1,12085,1,12311
1,1,12930,1,13207
1,1,9383,1,9162
1,1,12517,1,12420
1,1,9551,1,9132
1,1,11576,1,11671
1,1,21029,1,20825
1,1,24297,1,24307
1,1,24060,1,25095
1,1,24592,1,25133
1,1,24880,1,24637
1,1,24884,1,24442
1,1,24699,1,23881
1,1,14281,1,12333
1,1,13101,1,11385
1,1,10455,1,9028
1,1,12429,1,11596
1,1,13346,1,9671
1,1,20447,1,11522
1,1,14849,1,9421
1,1,17920,1,12230
1,1,13238,1,8715
1,1,12861,1,11058
1,1,30875,1,23980
1,1,13417,1,14335
1,1,11309,1,13601
1,1,11950,1,20568
1,1,8477,1,14574
1,1,11800,1,17812
1,1,9901,1,12539
1,1,11956,1,11205
1,1,20709,1,30826
1,1,24182,1,24448
1,1,24213,1,24928
1,1,23040,1,25131
1,1,22954,1,24754
1,1,23869,1,25327
1,1,24235,1,24504
1,1,23579,1,23300
1,1,24108,1,23690
1,1,24248,1,24191
1,1,24285,1,24020
1,1,24052,1,23815
1,1,23920,1,24202
1,1,24004,1,24067
1,1,28262,1,24205
1,1,23840,1,24200
1,1,23303,1,24093
1,1,23960,1,24090
1,1,24315,1,24156
1,1,23452,1,28599
1,1,23799,1,23834
1,1,24195,1,23777
1,1,24163,1,24019
1,1,23465,1,23769
1,1,23719,1,23919
1,1,23756,1,24424
1,1,24224,1,24194
1,1,23460,1,23696
1,1,24064,1,24097
1,1,24421,1,23979
1,1,23619,1,23486
1,1,23754,1,23596
1,1,24169,1,24568
1,1,24043,1,24048
1,1,23754,1,23747
1,1,24188,1,24301
1,1,30050,1,24029
1,1,23660,1,24178
1,1,24184,1,23523
1,1,23480,1,24301
1,1,23613,1,29978
1,1,24244,1,24539
1,1,24246,1,22814
1,1,24113,1,23950
1,1,23506,1,24067
1,1,24483,1,23837
1,1,24025,1,24004
1,1,23839,1,24327
1,1,23776,1,23730
1,1,23820,1,24291
1,1,23773,1,23960
1,1,24010,1,24339
1,1,24054,1,24110
1,1,24130,1,23714
1,1,24025,1,23708
1,1,23428,1,24015
1,1,23441,1,24251
1,1,24080,1,24332
1,1,28164,1,24114
1,1,23071,1,23634
1,1,23976,1,23749
1,1,24032,1,23949
1,1,24255,1,24456
1,1,23943,1,26838
1,1,24052,1,24211
1,1,23563,1,23912
1,1,23918,1,24231
1,1,23946,1,24172
1,1,23338,1,24212
1,1,24206,1,24003
1,1,23114,1,22678
1,1,23903,1,24286
1,1,23925,1,23673
1,1,24166,1,23892
1,1,23983,1,23866
1,1,23384,1,24064
1,1,23554,1,23974
1,1,24145,1,23876
1,1,24218,1,23741
1,1,23663,1,23642
1,1,26593,1,23893
1,1,23403,1,24160
1,1,23971,1,23878
1,1,23141,1,23745
1,1,22991,1,27101
1,1,23573,1,23863
1,1,24079,1,23141
1,1,23647,1,23359
1,1,24080,1,23605
1,1,23877,1,23885
1,1,24132,1,23149
1,1,23380,1,23640
1,1,23082,1,23961
1,1,24141,1,24005
1,1,23966,1,23669
1,1,23575,1,23346
1,1,23804,1,23222
1,1,23595,1,23997
1,1,23973,1,24064
1,1,23552,1,23625
1,1,23013,1,24066
1,1,24406,1,24114
1,1,25543,1,23029
1,1,23654,1,24199
1,1,23289,1,26007
1,1,23607,1,20826
1,1,23986,1,24565
1,1,23723,1,25497
1,1,22951,1,23337
1,1,23667,1,22887
1,1,23641,1,23633
1,1,23687,1,23797
1,1,24338,1,23483
1,1,23560,1,23829
1,1,24469,1,23434
1,1,23343,1,23746
1,1,23790,1,23564
1,1,24189,1,24872
1,1,24692,1,23081
1,1,24013,1,23405
1,1,22964,1,23870
1,1,23583,1,24232
1,1,24796,1,24411
1,1,23291,1,23937
1,1,30781,1,23720
1,1,23280,1,24249
1,1,23750,1,23532
1,1,23585,1,23458
1,1,25473,1,24213
1,1,21821,1,30125
1,1,23612,1,23689
1,1,23706,1,23605
1,1,23844,1,23599
1,1,23228,1,24812
1,1,23975,1,24430
1,1,35754,1,23694
1,1,33134,1,23416
1,1,39852,1,24109
1,1,31418,1,22989
1,1,28009,1,30209
1,1,32423,1,35017
1,1,40966,1,31914
1,1,33715,1,37171
1,1,38659,1,31463
1,1,27698,1,29810
1,1,28344,1,39729
1,1,29251,1,34973
1,1,30221,1,39362
1,1,31727,1,28559
1,1,39795,1,28197
1,1,28327,1,28319
1,1,29379,1,33152
1,1,33778,1,28028
1,1,39200,1,39192
1,1,35388,1,30613
1,1,33364,1,28149
1,1,38095,1,33301
1,1,10078,1,15861
1,1,16093,1,21247
1,1,19331,1,14829
1,1,14172,1,15479
1,1,21334,1,27315
1,1,18078,1,22421
1,1,21599,1,18845
1,1,17744,1,25004
1,1,20349,1,18170
1,1,17891,1,19512
1,1,21981,1,12960
1,1,19784,1,22247
1,1,19507,1,17647
1,1,18652,1,21732
1,1,20570,1,17615
1,1,16750,1,20562
1,1,20985,1,17828
1,1,17271,1,21996
1,1,14583,1,16638
1,1,19838,1,20167
1,1,13784,1,18769
1,1,20986,1,20934
1,1,17112,1,17225
1,1,20489,1,21193
1,1,14573,1,17812
1,1,16913,1,13331
1,1,10655,1,19045
1,1,15609,1,13828
1,1,19196,1,23250
1,1,17510,1,18021
1,1,37968,1,38121
1,1,34098,1,31286
1,1,21206,1,18206
1,1,18118,1,20238
1,1,32862,1,41252
1,1,19601,1,17559
1,1,13378,1,14853
1,1,21768,1,14941
1,1,17978,1,19500
1,1,20434,1,16311
1,1,17670,1,21284
1,1,21706,1,9975
1,1,15717,1,18025
1,1,16842,1,11539
1,1,25150,1,19311
1,1,17598,1,17615
1,1,19096,1,18588
1,1,15422,1,17798
1,1,44138,1,36635
1,1,40834,1,36578
1,1,43538,1,27189
1,1,45742,1,35511
1,1,35524,1,45794
1,1,38017,1,42900
1,1,42436,1,43270
1,1,44404,1,44930
1,1,44818,1,35599
1,1,44228,1,38924
1,1,42951,1,41316
1,1,44266,1,42293
1,1,44291,1,44147
1,1,40130,1,42178
1,1,39029,1,43660
1,1,25694,1,42372
1,1,33024,1,44210
1,1,39029,1,41060
1,1,38147,1,45977
1,1,33013,1,33033
1,1,36920,1,45097
1,1,40183,1,39766
1,1,44573,1,24487
1,1,25739,1,34663
1,1,24750,1,30325
1,1,32058,1,45014
1,1,23563,1,36305
1,1,24445,1,30662
1,1,32115,1,25874
1,1,41720,1,46883
1,1,39244,1,38631
1,1,38828,1,31157
1,1,32111,1,34623
1,1,33587,1,30909
1,1,33059,1,33021
1,1,47739,1,28751
1,1,40951,1,30831
1,1,54635,1,31290
1,1,37055,1,44947
1,1,25920,1,48681
1,1,39887,1,54571
1,1,30695,1,41358
1,1,41989,1,46581
1,1,30715,1,28845
1,1,34334,1,44500
1,1,38581,1,27898
1,1,44728,1,34013
1,1,32883,1,39888
1,1,38936,1,34532
1,1,29791,1,39197
1,1,33048,1,42816
1,1,39219,1,28219
1,1,27777,1,34400
1,1,32683,1,38950
1,1,39766,1,30469
1,1,29177,1,27938
1,1,33276,1,33888
1,1,46912,1,39518
1,1,44355,1,28341
1,1,39276,1,36361
1,1,30653,1,44497
1,1,31984,1,43274
1,1,36461,1,38021
1,1,29748,1,33388
1,1,27462,1,40156
1,1,32544,1,27648
1,1,40011,1,29541
1,1,33716,1,27999
1,1,46540,1,35665
1,1,39837,1,39135
1,1,31181,1,36293
1,1,27861,1,43788
1,1,39726,1,38531
1,1,29580,1,30890
1,1,43445,1,32073
1,1,34696,1,37216
1,1,40570,1,32738
1,1,45046,1,40812
1,1,28275,1,34722
1,1,45402,1,45128
1,1,32058,1,38103
1,1,37463,1,35068
1,1,31595,1,39629
1,1,30547,1,41950
1,1,33071,1,29865
1,1,43007,1,32780
1,1,28510,1,30471
1,1,40650,1,31787
1,1,33264,1,36760
1,1,40190,1,34147
1,1,41683,1,40049
1,1,31242,1,42128
1,1,29590,1,34392
1,1,38474,1,40022
1,1,38213,1,29403
1,1,28968,1,33687
1,1,40754,1,30794
1,1,27932,1,38800
1,1,28648,1,33966
1,1,30663,1,37870
1,1,36472,1,28833
1,1,41231,1,27544
1,1,37546,1,35311
1,1,33114,1,30739
1,1,32137,1,43478
1,1,41668,1,39160
1,1,40417,1,39281
1,1,29468,1,47159
1,1,33073,1,30111
1,1,39975,1,30762
1,1,33599,1,33166
1,1,39264,1,39239
1,1,43431,1,34554
1,1,30179,1,39686
1,1,42025,1,35392
1,1,30376,1,38641
1,1,28522,1,33775
1,1,33781,1,39480
1,1,38977,1,28225
1,1,30174,1,33329
1,1,33317,1,39978
1,1,45252,1,30477
1,1,28340,1,33116
1,1,41104,1,33610
1,1,35491,1,40010
1,1,37619,1,41143
1,1,28899,1,35482
1,1,42581,1,40318
1,1,28194,1,27927
1,1,31454,1,33378
1,1,29035,1,39296
1,1,28686,1,28677
1,1,29108,1,30317
1,1,32897,1,28074
1,1,40825,1,28363
1,1,41507,1,32383
1,1,30510,1,40515
1,1,31981,1,34533
1,1,41196,1,39290
1,1,33449,1,32323
1,1,28494,1,31763
1,1,32387,1,38820
1,1,37513,1,30502
1,1,36192,1,31589
1,1,38764,1,40336
1,1,41238,1,33990
1,1,30506,1,43946
1,1,32972,1,29093
1,1,40848,1,39631
1,1,27897,1,27465
1,1,32265,1,35447
1,1,40231,1,38048
1,1,27225,1,29782
1,1,30701,1,33851
1,1,33110,1,38905
1,1,39727,1,28385
1,1,44402,1,33074
1,1,29164,1,38923
1,1,30424,1,45306
1,1,40728,1,30930
1,1,36751,1,27792
1,1,41919,1,34213
1,1,27651,1,44730
1,1,28129,1,34344
1,1,40568,1,36949
1,1,34537,1,27576
1,1,33086,1,33999
1,1,44770,1,38553
1,1,38807,1,33530
1,1,30832,1,32281
1,1,29706,1,42416
1,1,42042,1,38696
1,1,33414,1,29470
1,1,38789,1,34266
1,1,32471,1,39627
1,1,42813,1,33633
1,1,28159,1,39308
1,1,29170,1,35332
1,1,28250,1,36426
1,1,29410,1,30935
1,1,30266,1,29126
1,1,33316,1,28318
1,1,39697,1,33109
1,1,42381,1,29909
1,1,31996,1,39249
1,1,41855,1,34411
1,1,29096,1,39030
1,1,29207,1,35080
1,1,29092,1,38432
1,1,30665,1,29753
1,1,32480,1,29258
1,1,39437,1,32018
1,1,33105,1,29117
1,1,39818,1,39990
1,1,27989,1,33733
1,1,30554,1,38007
1,1,41674,1,31565
1,1,32122,1,27703
1,1,39950,1,34147
1,1,32450,1,39648
1,1,27708,1,34877
1,1,33541,1,38307
1,1,37384,1,30636
1,1,35626,1,31924
1,1,38731,1,44697
1,1,34595,1,28759
1,1,38276,1,45609
1,1,42552,1,27845
1,1,31041,1,45707
1,1,41983,1,29250
1,1,31210,1,38816
1,1,37278,1,34765
1,1,35578,1,39014
1,1,27550,1,34545
1,1,30139,1,31006
1,1,28274,1,37390
1,1,29029,1,28392
1,1,33640,1,29502
1,1,40329,1,28171
1,1,41130,1,33617
1,1,31189,1,39599
1,1,42700,1,34988
1,1,32075,1,39593
1,1,29501,1,33236
1,1,31382,1,40876
1,1,38480,1,30343
1,1,32703,1,37599
1,1,39154,1,40342
1,1,29282,1,27849
1,1,31927,1,39021
1,1,33355,1,29409
1,1,38527,1,29470
1,1,44316,1,34072
1,1,30569,1,46043
1,1,40558,1,30815
1,1,28633,1,36622
1,1,30395,1,33698
1,1,32735,1,37349
1,1,40089,1,30685
1,1,30001,1,32407
1,1,33769,1,32942
1,1,41529,1,36893
1,1,32528,1,34300
1,1,40591,1,32687
1,1,28426,1,38990
1,1,35783,1,34425
1,1,39828,1,38342
1,1,38093,1,34796
1,1,30358,1,40371
1,1,31737,1,33597
1,1,30302,1,37352
1,1,33106,1,30096
1,1,39826,1,29523
1,1,30098,1,33301
1,1,27724,1,37809
1,1,28616,1,31826
1,1,34587,1,29255
1,1,40139,1,29314
1,1,43340,1,31529
1,1,29050,1,40195
1,1,33075,1,36288
1,1,28740,1,38503
1,1,44599,1,29365
1,1,28009,1,30395
1,1,38584,1,35144
1,1,29902,1,38050
1,1,31483,1,32657
1,1,35659,1,39294
1,1,37377,1,29291
1,1,36445,1,33845
1,1,40452,1,40388
1,1,42631,1,35277
1,1,33701,1,39828
1,1,33567,1,34645
1,1,38860,1,40399
1,1,37709,1,34818
1,1,38474,1,46520
1,1,26591,1,27058
1,1,32993,1,30580
1,1,38407,1,39117
1,1,32250,1,31853
1,1,40023,1,44409
1,1,35578,1,27538
1,1,36965,1,39551
1,1,36723,1,34860
1,1,37357,1,44484
1,1,44449,1,30186
1,1,27417,1,44424
1,1,32506,1,31214
1,1,32592,1,33850
1,1,35470,1,34985
1,1,30095,1,30584
1,1,29298,1,39676
1,1,33532,1,28824
1,1,46295,1,29685
1,1,43176,1,33621
1,1,29508,1,32823
1,1,37902,1,44035
1,1,32954,1,39191
1,1,29402,1,42014
1,1,38133,1,29903
1,1,30410,1,34476
1,1,33174,1,37354
1,1,38444,1,28695
1,1,29606,1,33451
1,1,33865,1,31631
1,1,40070,1,35724
1,1,41739,1,33875
1,1,29821,1,39498
1,1,34287,1,33520
1,1,36308,1,40430
1,1,30183,1,30851
1,1,32610,1,36801
1,1,30528,1,32440
1,1,30699,1,32207
1,1,38392,1,30460
1,1,31316,1,30463
1,1,32912,1,30701
1,1,40605,1,38741
1,1,27995,1,33361
1,1,30554,1,38688
1,1,41041,1,30956
1,1,29435,1,27701
1,1,32652,1,34572
1,1,35246,1,38534
1,1,39247,1,29247
1,1,28011,1,33921
1,1,32101,1,30336
1,1,35906,1,38884
1,1,30467,1,32294
1,1,29129,1,38825
1,1,33781,1,28887
1,1,39614,1,29554
1,1,43462,1,32878
1,1,28040,1,39636
1,1,30696,1,35806
1,1,29724,1,37879
1,1,33649,1,27742
1,1,36507,1,34763
1,1,29359,1,27122
1,1,29245,1,40183
1,1,33721,1,27854
1,1,40713,1,29031
1,1,41481,1,33936
1,1,35142,1,39679
1,1,40102,1,33393
1,1,42657,1,40470
1,1,30436,1,43316
1,1,32792,1,34754
1,1,30706,1,36281
1,1,39198,1,35190
1,1,29967,1,30686
1,1,29348,1,37961
1,1,34096,1,30895
1,1,40965,1,29249
1,1,41768,1,33551
1,1,34785,1,39225
1,1,40122,1,35435
1,1,30169,1,40073
1,1,40424,1,34716
1,1,28841,1,37855
1,1,31599,1,33523
1,1,29162,1,35179
1,1,30325,1,33563
1,1,32846,1,29278
1,1,39117,1,29331
1,1,29948,1,34204
1,1,34316,1,38983
1,1,41371,1,30111
1,1,41912,1,34044
1,1,34195,1,39652
1,1,40430,1,36042
1,1,32904,1,39703
1,1,40212,1,35097
1,1,28638,1,38931
1,1,30234,1,36278
1,1,28976,1,34248
1,1,29322,1,31831
1,1,32678,1,29653
1,1,44281,1,29397
1,1,29927,1,33531
1,1,40449,1,32568
1,1,35342,1,39607
1,1,38145,1,43271
1,1,44256,1,34315
1,1,32502,1,45277
1,1,31954,1,31037
1,1,38608,1,39067
1,1,32474,1,38252
1,1,27416,1,41726
1,1,40641,1,26591
1,1,30269,1,27614
1,1,28867,1,32460
1,1,29854,1,38843
1,1,32461,1,28917
1,1,39429,1,29758
1,1,44155,1,28511
1,1,28762,1,42738
1,1,30634,1,37196
1,1,32077,1,38630
1,1,36577,1,29937
1,1,40392,1,29450
1,1,36668,1,34484
1,1,28846,1,30076
1,1,29018,1,43129
1,1,33884,1,36493
1,1,38887,1,29275
1,1,34286,1,33297
1,1,39290,1,39209
1,1,33832,1,34690
1,1,43128,1,39302
1,1,24933,1,33946
1,1,31861,1,33509
1,1,28091,1,37543
1,1,40406,1,28217
1,1,30473,1,30399
1,1,32564,1,33183
1,1,40537,1,38967
1,1,28195,1,33429
1,1,28675,1,38545
1,1,32104,1,30752
1,1,40552,1,28073
1,1,31585,1,29069
1,1,36726,1,34200
1,1,34170,1,39007
1,1,32648,1,35002
1,1,39225,1,36248
1,1,29799,1,33595
1,1,29411,1,32379
1,1,28969,1,36728
1,1,33942,1,29110
1,1,38463,1,28983
1,1,43025,1,34171
1,1,31175,1,39441
1,1,35767,1,33836
1,1,38636,1,38548
1,1,43999,1,35933
1,1,27902,1,46340
1,1,28419,1,29806
1,1,30407,1,33890
1,1,32916,1,31187
1,1,38999,1,29391
1,1,28262,1,33552
1,1,30940,1,37724
1,1,41534,1,31413
1,1,34393,1,29319
1,1,39666,1,32854
1,1,29800,1,39326
1,1,40538,1,42240
1,1,29010,1,34958
1,1,29076,1,28970
1,1,29094,1,40721
1,1,31549,1,28157
1,1,31267,1,28487
1,1,38717,1,33401
1,1,29724,1,30062
1,1,41562,1,37763
1,1,30262,1,31004
1,1,36155,1,34274
1,1,36407,1,38273
1,1,38272,1,34550
1,1,39268,1,42065
1,1,27839,1,29848
1,1,29596,1,31611
1,1,32364,1,37262
1,1,38128,1,30184
1,1,29953,1,32699
1,1,28979,1,39946
1,1,28132,1,29015
1,1,34368,1,29586
1,1,39963,1,29133
1,1,42264,1,32245
1,1,29309,1,39698
1,1,28035,1,35948
1,1,28612,1,38856
1,1,30065,1,29276
1,1,28325,1,28307
1,1,29357,1,28208
1,1,29211,1,29389
1,1,33698,1,28140
1,1,40161,1,29236
1,1,31963,1,33985
1,1,39991,1,38649
1,1,35452,1,29082
1,1,40376,1,34574
1,1,33698,1,38832
1,1,36435,1,44397
1,1,31502,1,33313
1,1,34149,1,40770
1,1,39856,1,28258
1,1,30274,1,32873
1,1,29350,1,39882
1,1,33547,1,31399
1,1,40142,1,29624
1,1,41187,1,33109
1,1,29193,1,40003
1,1,30685,1,33548
1,1,41834,1,38668
1,1,28232,1,29018
1,1,30075,1,34196
1,1,28090,1,38747
1,1,29165,1,28728
1,1,30588,1,29333
1,1,32956,1,29192
1,1,44317,1,28039
1,1,29392,1,33183
1,1,39925,1,32435
1,1,36573,1,37256
1,1,37710,1,43019
1,1,29514,1,34657
1,1,42988,1,40255
1,1,29047,1,28996
1,1,30327,1,32991
1,1,32571,1,40998
1,1,40706,1,28045
1,1,28951,1,33100
1,1,30847,1,32594
1,1,26799,1,34709
1,1,30595,1,29314
1,1,41175,1,27716
1,1,42609,1,29395
1,1,31616,1,41543
1,1,34229,1,37257
1,1,35666,1,39267
1,1,31391,1,32673
1,1,30115,1,40673
1,1,32300,1,27887
1,1,39481,1,33251
1,1,30368,1,29643
1,1,33923,1,38952
1,1,37762,1,30621
1,1,43732,1,33842
1,1,28910,1,39315
1,1,29384,1,34437
1,1,32967,1,38952
1,1,27589,1,27355
1,1,39712,1,33257
1,1,26328,1,28635
1,1,24132,1,39219
1,1,24226,1,31275
1,1,23404,1,24287
1,1,33728,1,24089
1,1,22672,1,23813
1,1,24019,1,30655
1,1,24034,1,26527
1,1,24220,1,23801
1,1,23655,1,24149
1,1,24317,1,24245
1,1,24001,1,23701
1,1,23742,1,24151
1,1,24345,1,24392
1,1,23996,1,24083
1,1,23466,1,23600
1,1,24109,1,23948
1,1,24524,1,23943
1,1,30398,1,24264
1,1,24539,1,23772
1,1,22929,1,34424
1,1,23704,1,21243
1,1,24189,1,23769
1,1,23527,1,24277
1,1,23825,1,23500
1,1,23793,1,23900
1,1,23990,1,24088
1,1,24184,1,23844
1,1,23532,1,23911
1,1,23543,1,24196
1,1,23988,1,23743
1,1,23508,1,23803
1,1,23842,1,23716
1,1,24433,1,23982
1,1,24057,1,24009
1,1,24169,1,24672
1,1,24217,1,24039
1,1,23900,1,24349
1,1,24224,1,24018
1,1,24181,1,24396
1,1,23345,1,24136
1,1,24279,1,24086
1,1,23813,1,23483
1,1,24028,1,24164
1,1,24275,1,23865
1,1,23785,1,24056
1,1,23970,1,24085
1,1,24092,1,24346
1,1,23303,1,23385
1,1,24261,1,24042
1,1,24321,1,23789
1,1,24368,1,24081
1,1,24081,1,23929
1,1,24213,1,24346
1,1,24070,1,24057
1,1,24400,1,24365
1,1,24103,1,24120
1,1,22982,1,24183
1,1,24033,1,24033
1,1,23910,1,23338
1,1,23921,1,23759
1,1,24245,1,24218
1,1,23856,1,23836
1,1,24280,1,24178
1,1,24395,1,24369
1,1,23307,1,23729
1,1,24564,1,24313
1,1,24570,1,24723
1,1,23512,1,23119
1,1,23860,1,24158
1,1,24469,1,23784
1,1,23952,1,23915
1,1,24641,1,24666
1,1,24549,1,24408
1,1,24197,1,23575
1,1,24460,1,24235
1,1,23807,1,24673
1,1,24199,1,23474
1,1,24172,1,24709
1,1,24817,1,23541
1,1,24606,1,23648
1,1,24767,1,24302
1,1,24751,1,24675
1,1,24665,1,24653
1,1,24606,1,24761
1,1,24064,1,24573
1,1,24917,1,24459
1,1,24611,1,24814
1,1,23892,1,23986
1,1,25090,1,24710
1,1,24552,1,24733
1,1,23286,1,23830
1,1,24666,1,24540
1,1,24447,1,23914
1,1,24764,1,24623
1,1,24300,1,24733
1,1,24748,1,24211
1,1,24801,1,24560
1,1,24586,1,24153
1,1,24585,1,24720
1,1,23984,1,24406
1,1,25103,1,24065
1,1,24030,1,24500
1,1,24666,1,23869
1,1,24744,1,24483
1,1,23927,1,23812
1,1,24325,1,24532
1,1,24799,1,24643
1,1,23962,1,23557
1,1,24912,1,24170
1,1,24566,1,24641
1,1,24611,1,24113
1,1,23201,1,24475
1,1,32143,1,24641
1,1,25252,1,24812
1,1,24220,1,24159
1,1,23616,1,30272
1,1,23962,1,23985
1,1,24251,1,23423
1,1,23691,1,24874
1,1,23575,1,23559
1,1,24193,1,24014
1,1,24096,1,24112
1,1,23176,1,23242
1,1,23704,1,23838
1,1,24397,1,23795
1,1,23864,1,24040
1,1,27412,1,23431
1,1,26679,1,24031
1,1,24532,1,24311
1,1,24053,1,29961
1,1,23869,1,23775
1,1,23621,1,24219
1,1,24308,1,24282
1,1,23994,1,24423
1,1,23891,1,23091
1,1,23767,1,23781
1,1,24646,1,24398
1,1,23758,1,24097
1,1,24202,1,23646
1,1,23876,1,24034
1,1,24098,1,24138
1,1,23858,1,23680
1,1,26153,1,24522
1,1,24275,1,23866
1,1,23726,1,28169
1,1,24231,1,21901
1,1,23502,1,23915
1,1,23791,1,23731
1,1,24058,1,23981
1,1,24061,1,22709
1,1,23741,1,23535
1,1,23939,1,23572
1,1,23958,1,23996
1,1,23849,1,23007
1,1,23417,1,23852
1,1,23857,1,23755
1,1,24124,1,23674
1,1,23862,1,22591
1,1,23571,1,24059
1,1,24142,1,23855
1,1,24311,1,23666
1,1,23737,1,22608
1,1,23718,1,23872
1,1,22929,1,23709
1,1,26281,1,23918
1,1,24321,1,22975
1,1,23567,1,25908
1,1,24567,1,21412
1,1,25293,1,24067
1,1,24413,1,23059
1,1,24146,1,25575
1,1,25539,1,23608
1,1,26112,1,24918
1,1,25633,1,27132
1,1,23985,1,24898
1,1,25435,1,23026
1,1,23679,1,23131
1,1,24036,1,26420
1,1,24058,1,23019
1,1,24719,1,22798
1,1,23976,1,23952
1,1,26570,1,26566
1,1,27013,1,21583
1,1,25907,1,25767
1,1,25615,1,26117
1,1,24370,1,26313
1,1,23892,1,26839
1,1,26671,1,21789
1,1,26395,1,24386
1,1,23967,1,27363
1,1,24066,1,26055
1,1,23943,1,23296
1,1,25619,1,24105
1,1,24626,1,24051
1,1,24342,1,27173
1,1,24174,1,22551
1,1,25898,1,23977
1,1,25995,1,24174
1,1,22623,1,26358
1,1,24162,1,24879
1,1,25617,1,23881
1,1,26688,1,19349
1,1,27006,1,26482
1,1,23753,1,25887
1,1,24021,1,27555
1,1,24560,1,22725
1,1,24200,1,24063
1,1,23461,1,24906
1,1,26301,1,22676
1,1,23100,1,23916
1,1,24233,1,27171
1,1,23926,1,22740
1,1,24359,1,22215
1,1,24085,1,24192
1,1,26798,1,26287
1,1,23767,1,22023
1,1,24219,1,26211
1,1,24327,1,23362
1,1,24902,1,23967
1,1,24032,1,25551
1,1,26293,1,22352
1,1,32246,1,24286
1,1,24287,1,29068
1,1,23191,1,31263
1,1,26912,1,23054
1,1,24191,1,23945
1,1,23817,1,27006
1,1,23815,1,23948
1,1,26560,1,23915
1,1,24223,1,23911
1,1,24013,1,27195
1,1,23891,1,23467
1,1,26218,1,23943
1,1,24173,1,23919
1,1,24360,1,26322
1,1,24045,1,23893
1,1,26361,1,23878
1,1,24322,1,23986
1,1,23481,1,26199
1,1,23532,1,23934
1,1,24981,1,23748
1,1,25519,1,24109
1,1,27962,1,24667
1,1,24092,1,25348
1,1,24220,1,29555
1,1,26285,1,21079
1,1,27549,1,24138
1,1,22843,1,27287
1,1,24257,1,28896
1,1,26486,1,21362
1,1,24405,1,21551
1,1,22885,1,27384
1,1,26914,1,24217
1,1,27146,1,23708
1,1,23427,1,25738
1,1,24171,1,25187
1,1,25065,1,23468
1,1,25490,1,23251
1,1,24504,1,25696
1,1,23875,1,24600
1,1,25341,1,23852
1,1,22863,1,24120
1,1,23780,1,25195
1,1,26175,1,24214
1,1,26949,1,21811
1,1,21648,1,28067
1,1,24482,1,21080
1,1,23716,1,26172
1,1,23523,1,24229
1,1,38685,1,24385
1,1,45640,1,22670
1,1,31542,1,36947
1,1,39825,1,46439
1,1,30397,1,28488
1,1,42558,1,34318
1,1,34275,1,39330
1,1,39147,1,43516
1,1,29317,1,39776
1,1,35771,1,33469
1,1,38397,1,29711
1,1,32563,1,34341
1,1,40286,1,44667
1,1,45421,1,27678
1,1,37175,1,32927
1,1,40401,1,43788
1,1,39801,1,43850
1,1,32519,1,47014
1,1,40937,1,27238
1,1,26462,1,37900
1,1,30355,1,34769
1,1,29030,1,33945
1,1,43971,1,31322
1,1,30546,1,29316
1,1,29013,1,43433
1,1,42201,1,30151
1,1,35272,1,29635
1,1,40294,1,34322
1,1,42190,1,37094
1,1,30502,1,43583
1,1,30670,1,35317
1,1,32522,1,39565
1,1,36962,1,31781
1,1,31395,1,28299
1,1,34507,1,39051
1,1,37188,1,29846
1,1,29933,1,32828
1,1,29501,1,37978
1,1,42417,1,29960
1,1,29460,1,28560
1,1,36211,1,32923
1,1,44019,1,38887
1,1,38235,1,35037
1,1,32707,1,46392
1,1,38613,1,43523
1,1,29430,1,25935
1,1,32977,1,38997
1,1,40441,1,30870
1,1,32634,1,33247
1,1,41065,1,39399
1,1,32342,1,28499
1,1,33622,1,36458
1,1,36282,1,37507
1,1,35781,1,35651
1,1,38585,1,38760
1,1,31259,1,34794
1,1,30529,1,39083
1,1,39939,1,33896
1,1,29809,1,27206
1,1,28776,1,38855
1,1,28066,1,30593
1,1,35809,1,29250
1,1,44308,1,29355
1,1,43914,1,32230
1,1,38387,1,46082
1,1,42564,1,43389
1,1,29040,1,42732
1,1,29078,1,29169
1,1,32005,1,37824
1,1,31281,1,29463
1,1,38866,1,33748
1,1,28905,1,29809
1,1,34643,1,38545
1,1,38852,1,29688
1,1,43823,1,33879
1,1,31971,1,39489
1,1,41971,1,35402
1,1,27687,1,38964
1,1,33756,1,35433
1,1,40228,1,34787
1,1,31572,1,33959
1,1,33867,1,40524
1,1,43443,1,33925
1,1,43198,1,29697
1,1,40984,1,46601
1,1,43035,1,42840
1,1,28623,1,39444
1,1,30377,1,35989
1,1,32898,1,38992
1,1,35420,1,29250
1,1,31848,1,32779
1,1,29333,1,40712
1,1,32816,1,27779
1,1,38890,1,29122
1,1,29817,1,33633
1,1,30480,1,32225
1,1,35329,1,37017
1,1,37299,1,28478
1,1,36363,1,34911
1,1,37343,1,39592
1,1,28106,1,35096
1,1,28026,1,40691
1,1,33897,1,27599
1,1,29356,1,28277
1,1,38887,1,29652
1,1,33214,1,31382
1,1,40392,1,40561
1,1,32221,1,33700
1,1,30982,1,38157
1,1,38722,1,31682
1,1,41311,1,33070
1,1,32946,1,40316
1,1,42728,1,33899
1,1,33661,1,39239
