1 , 0.008974
1 , 0.026034
1 , 0.010023
1 , 0.025632
1 , 0.009717
1 , 0.012777
1 , 0.028324
1 , 0.023352
1 , 0.014596
1 , 0.023036
1 , 0.022928
1 , 0.013023
1 , 0.016858
1 , 0.027063
1 , 0.024639
1 , 0.020061
1 , 0.019759
1 , 0.020281
1 , 0.023482
1 , 0.016826
1 , 0.018989
1 , 0.018098
1 , 0.029652
1 , 0.019695
1 , 0.020222
1 , 0.026577
1 , 0.027253
2 , 0.071928
2 , 0.054483
2 , 0.032621
2 , 0.012644
2 , 0.075425
2 , 0.057344
2 , 0.040269
2 , 0.021058
2 , 0.031372
2 , 0.05335
2 , 0.049476
2 , 0.057917
2 , 0.026336
2 , 0.055545
2 , 0.051003
2 , 0.063125
2 , 0.057611
2 , 0.035175
2 , 0.027223
2 , 0.041767
2 , 0.113305
2 , 0.078105
2 , 0.076871
2 , 0.034726
2 , 0.074483
2 , 0.070118
2 , 0.06524
2 , 0.057519
2 , 0.033997
2 , 0.071256
2 , 0.065045
2 , 0.066987
2 , 0.074885
2 , 0.082339
2 , 0.06396
2 , 0.068291
2 , 0.06176
2 , 0.03608
2 , 0.039025
2 , 0.077958
2 , 0.065553
2 , 0.040775
2 , 0.082778
2 , 0.088265
2 , 0.074386
2 , 0.069679
2 , 0.082873
2 , 0.090621
2 , 0.073751
2 , 0.043935
2 , 0.069073
2 , 0.077945
2 , 0.090663
2 , 0.07777
2 , 0.047015
2 , 0.064627
2 , 0.055515
2 , 0.070055
2 , 0.086057
2 , 0.06519
2 , 0.079745
2 , 0.040938
2 , 0.082669
2 , 0.044802
2 , 0.031796
2 , 0.087767
2 , 0.081746
2 , 0.042932
2 , 0.065312
2 , 0.071165
2 , 0.074941
2 , 0.068562
2 , 0.060526
2 , 0.029584
2 , 0.069595
2 , 0.035266
2 , 0.030365
2 , 0.048743
2 , 0.065754
2 , 0.043938
2 , 0.044701
2 , 0.086608
2 , 0.064071
2 , 0.067378
2 , 0.053406
2 , 0.068218
2 , 0.042514
2 , 0.055831
2 , 0.053514
2 , 0.035773
2 , 0.056542
2 , 0.032088
2 , 0.072061
2 , 0.035345
3 , 0.119935
3 , 0.103826
3 , 0.025688
3 , 0.08756
3 , 0.042179
3 , 0.069648
3 , 0.036942
3 , 0.057132
3 , 0.027943
3 , 0.071363
3 , 0.03
3 , 0.101204
3 , 0.079343
3 , 0.08036
3 , 0.06382
3 , 0.064927
3 , 0.043111
