1, 0.014589
1, 0.012626
1, 0.01504
1, 0.011833
1, 0.013629
1, 0.015304
1, 0.033104
1, 0.023267
1, 0.019894
1, 0.00968
1, 0.013522
1, 0.017436
1, 0.007184
1, 0.02035
1, 0.013585
1, 0.018552
1, 0.028418
2, 0.094323
2, 0.014569
2, 0.024813
2, 0.020878
2, 0.025657
2, 0.015142
2, 0.026963
2, 0.023473
2, 0.014265
2, 0.030836
2, 0.017348
2, 0.021792
2, 0.015929
2, 0.015613
2, 0.018505
2, 0.020281
2, 0.0208
2, 0.022397
2, 0.023966
2, 0.021493
2, 0.020993
2, 0.018738
2, 0.029504
2, 0.019975
2, 0.017823
2, 0.024466
2, 0.017814
2, 0.026552
2, 0.023571
2, 0.027829
2, 0.01527
2, 0.021992
2, 0.022444
2, 0.017374
2, 0.012029
2, 0.022801
2, 0.018145
2, 0.02233
2, 0.024875
2, 0.018383
2, 0.018066
2, 0.017395
2, 0.029932
2, 0.025291
2, 0.023236
2, 0.025446
2, 0.022387
2, 0.013997
2, 0.017434
2, 0.019929
2, 0.02383
2, 0.020453
2, 0.022897
2, 0.020315
2, 0.015346
2, 0.052183
3, 0.025437
3, 0.019716
3, 0.020024
3, 0.027091
3, 0.014669
3, 0.265905
3, 0.057976
3, 0.026535
3, 0.021204
3, 0.023221
3, 0.022846
3, 0.241393
3, 0.011327
3, 0.021517
3, 0.022101
3, 0.024273
3, 0.030593
3, 0.019958
3, 0.288503
3, 0.058943
3, 0.028364
3, 0.031124
3, 0.026022
4, 0.087439
4, 0.36503
4, 0.029906
4, 0.027975
4, 0.02238
4, 0.021382
4, 0.026747
4, 0.270386
4, 0.023933
4, 0.020766
4, 0.02938
4, 0.028005
4, 0.0223
4, 0.262659
4, 0.04999
4, 0.024228
4, 0.020187
4, 0.021968
4, 0.026406
4, 0.028564
4, 0.260867
4, 0.058894
4, 0.021042
4, 0.022267
4, 0.02642
4, 0.025979
4, 0.274327
4, 0.054628
4, 0.023712
4, 0.01894
4, 0.023787
4, 0.024139
4, 0.26136
4, 0.065657
4, 0.024434
4, 0.024146
4, 0.01949
4, 0.048195
4, 0.028878
4, 0.287129
4, 0.032917
4, 0.022718
4, 0.022174
4, 0.024514
4, 0.01668
4, 0.216426
4, 0.056413
4, 0.029306
4, 0.015268
4, 0.02175
4, 0.019739
4, 0.244728
4, 0.053882
4, 0.023502
4, 0.03336
4, 0.186371
4, 0.067249
4, 0.059642
4, 0.059016
5, 0.120699
5, 0.155479
5, 0.077276
5, 0.090145
5, 0.082816
5, 0.074137
5, 0.049568
5, 0.067
5, 0.427001
5, 0.062823
5, 0.093827
5, 0.057633
5, 0.040487
5, 0.061007
5, 0.066121
